f1,f2,f3,f4,f5,label
0.3745401188473625,0.6981617140197451,0.1851329288386196,0.519081785136218,0.2617056837359059,0
0.9507143064099162,0.5360963663441204,0.5419009473783581,0.4791818776297309,0.2469787990719998,1
0.7319939418114051,0.3095276162863277,0.8729458358764083,0.0256420658064356,0.9062545805210368,1
0.5986584841970366,0.8137950197069487,0.7322248864095612,0.3412478276261563,0.2495461998495061,1
0.1560186404424365,0.6847311725538793,0.8065611478614497,0.380195618785857,0.271949726128631,1
0.1559945203362026,0.1626169393448913,0.6587833667107174,0.3988227808969005,0.7593982624179637,0
0.0580836121681994,0.9109271844938424,0.6922765645178525,0.5801723692273323,0.44973984245054,1
0.8661761457749352,0.822537242923169,0.8491956515653193,0.5336025467268785,0.7767105569551812,1
0.6011150117432088,0.949799913291924,0.2496680088591859,0.6079050927934446,0.0653661575643852,1
0.7080725777960455,0.72571950838836,0.4894249636431405,0.7648832615421283,0.4875711936733843,0
0.0205844942958024,0.6134151959357899,0.2212094418196022,0.8129857387160935,0.0336136001832826,0
0.9699098521619944,0.4182430362906189,0.987668007996647,0.7181230762264944,0.0626532034553545,1
0.8324426408004217,0.9327284833540131,0.9440593396866132,0.9555236959549348,0.906437453344411,1
0.2123391106782761,0.8660638895004084,0.0394268113685059,0.0182325826763616,0.1392453711175951,0
0.1818249672071006,0.0452186701061894,0.7055751725156885,0.1957779856835461,0.5324206822752171,0
0.1834045098534338,0.026366974497252,0.9252483174156658,0.0075628749781421,0.4110956026007065,1
0.3042422429595377,0.3764633668780496,0.1805753451273335,0.647474714154603,0.3473433262588427,0
0.5247564316322378,0.8105533307818329,0.5679452305526295,0.8980305489499869,0.8998333456872725,1
0.4319450186421157,0.9872761293149444,0.9154882975880418,0.2434822965762992,0.0218233967754895,1
0.2912291401980419,0.1504168911035281,0.0339459785857988,0.9270345447963066,0.6637896861755891,0
0.6118528947223795,0.5941307153521351,0.6974202672468399,0.0602673902895608,0.9633944342135504,1
0.1394938606520418,0.3808908566310215,0.2973490073725507,0.9344360268055144,0.5601681834618419,0
0.2921446485352181,0.9699143978146032,0.9243961953765304,0.3516226872396344,0.9368224620330918,1
0.3663618432936917,0.8421189231357087,0.9710582451653678,0.1014208284492165,0.0522578792860237,1
0.4560699842170359,0.8383287047111379,0.944266489113434,0.4858717591863256,0.4187933190741614,1
0.7851759613930136,0.4686931597949703,0.4742142166574637,0.2567765677205079,0.2601577909620511,1
0.1996737821583597,0.4148195023376652,0.8620426509893134,0.2848729019619228,0.7308209649807298,0
0.5142344384136116,0.2734070719307062,0.8445493985350704,0.3072899649262866,0.9812970904972468,1
0.5924145688620425,0.0563754966509271,0.3191004732432556,0.8030258978326634,0.2565300624442478,0
0.0464504127199977,0.8647223762550532,0.8289154741506773,0.5391612766752545,0.6541746014740745,1
0.6075448519014384,0.8129010091300776,0.0370076347154926,0.3113076991560036,0.1980976327597401,1
0.1705241236872915,0.9997176732861306,0.596269878482053,0.6103337833109184,0.5653302545716099,1
0.0650515929852795,0.9966368370739054,0.230008837287703,0.7161506742231936,0.4639324866883362,0
0.9488855372533332,0.5554317056026274,0.1205668857772788,0.2726240007335337,0.9720053296315372,1
0.9656320330745594,0.7689874151805105,0.0769532016292091,0.4135491015253515,0.6085272726964666,1
0.8083973481164611,0.944765729882428,0.6962887758781398,0.1218860933369475,0.3495063720868188,1
0.3046137691733707,0.8496473906774115,0.3398749637680661,0.1811493495346803,0.1140957848879333,0
0.0976721140063838,0.2473481017431976,0.7247667715287615,0.6811178539649828,0.1512468287349345,0
0.6842330265121569,0.4505441353100935,0.0653563407989423,0.1814383476956269,0.2253169299512351,0
0.4401524937396013,0.1291594151514949,0.3152903378306103,0.5251633836670602,0.250966661340298,0
0.1220382348447788,0.9540510272587224,0.5394912923753372,0.7090462617224327,0.8506160578411378,0
0.4951769101112702,0.60617463445088,0.7907231648389635,0.1068769230947438,0.5612227882825249,1
0.0343885211152183,0.2286428055034627,0.3187525029320699,0.5673122196289035,0.5233909113743664,0
0.909320402078782,0.6717006844058567,0.6258913764370091,0.2565627837013637,0.1147688718692174,1
0.2587799816000169,0.6181282404578958,0.8859777482361871,0.9629268752375798,0.860139693349435,1
0.662522284353982,0.3581627180328405,0.6158631881823046,0.4835456467199247,0.7228143032084837,0
0.3117110760894109,0.113557592199629,0.2329594747536337,0.8059925497751581,0.0676683619000015,0
0.5200680211778108,0.6715731955927996,0.024400781556538,0.5502265421562618,0.7078350972297687,0
0.5467102793432796,0.5203077009037933,0.8700988739009299,0.0434125328548191,0.5435382173426461,0
0.184854455525527,0.7723183917356393,0.0212694108503871,0.6331513755940223,0.0817253457467782,0
0.9695846277645586,0.5201635011119934,0.8747016726841994,0.951403342206657,0.4583006415286564,1
0.7751328233611146,0.8521815003185401,0.528937134027212,0.6016118201463312,0.484696287130047,1
0.9394989415641892,0.5519068387744855,0.9390676985128962,0.8191888594267902,0.1657745401632757,1
0.8948273504276488,0.5609379715353863,0.7987832357736654,0.8842064633484078,0.9456981470002824,1
0.5978999788110851,0.876653602658345,0.9979341105333376,0.2280797719489324,0.8499753714806619,1
0.9218742350231168,0.403482866212397,0.3507118154517101,0.2120448399082266,0.6690223373291083,0
0.0884925020519195,0.1340152284506407,0.7671882889311269,0.6109809888509917,0.4622955610006072,0
0.1959828624191452,0.0287826763133389,0.4019309136092421,0.4110284698067047,0.4117655415845085,0
0.045227288910538,0.755137255673619,0.4798756203039088,0.8398613028667203,0.6509734671509542,0
0.3253303307632643,0.6203095513534647,0.6275054632183701,0.9000231233980112,0.5454318694069055,1
0.388677289689482,0.7040797680992236,0.8736771141863388,0.3534213793027181,0.0622731058818856,1
0.2713490317738959,0.2129641615089107,0.9840834691992952,0.236870558974482,0.5125026487703317,0
0.8287375091519293,0.1363714755867697,0.7682734138645182,0.7805255152438618,0.8064036172328395,0
0.3567533266935893,0.0145446656678819,0.4177667821673337,0.2748060355481361,0.459239877596958,0
0.2809345096873807,0.350587558806597,0.4213570022770702,0.8226143185136784,0.0519565775542684,1
0.5426960831582485,0.5899176868546331,0.7375823015888915,0.4237382536487628,0.7862781993840331,1
0.1409242249747626,0.3922440450997323,0.2387771457683023,0.6675498992914705,0.2013637821359744,0
0.8021969807540397,0.437474922023729,0.1104741131313946,0.0955353138346681,0.2586208348880388,0
0.0745506436797708,0.9041586944937484,0.3546221576407765,0.623859324676573,0.1647063534322959,0
0.9868869366005172,0.3482554670233003,0.2872389916540817,0.4517676787372291,0.3302150648714975,0
0.7722447692966574,0.5139894891598108,0.2963081204559901,0.5866084631754741,0.756751505688635,1
0.1987156815341724,0.7836530127411431,0.2336077510499099,0.1680142077448634,0.5193858595039373,0
0.0055221171236023,0.3965427823212701,0.0420931896363618,0.7368737449441821,0.2048812741507125,0
0.8154614284548342,0.6220867002278735,0.0178739347334138,0.8627970775432285,0.8778300781520408,1
0.7068573438476171,0.8623637087467452,0.9877223897360315,0.2167398000907756,0.8795818549515292,1
0.7290071680409873,0.949520623657642,0.4277731337358623,0.0957145555201617,0.8705784250460069,1
0.7712703466859457,0.1470734809290379,0.3843266471596817,0.0236385860463363,0.2387962113815392,0
0.0740446517340903,0.9265876251614944,0.6796472826930698,0.641971500443266,0.4512393441809881,0
0.3584657285442726,0.4921162930795382,0.2182538878650641,0.6070940360887808,0.9849896561408752,0
0.1158690595251297,0.2582443882989583,0.9499611839502252,0.54669741271407,0.7720124763099904,0
0.8631034258755935,0.4591357562382613,0.786345014415552,0.2319470961159754,0.0271674212255598,1
0.6232981268275579,0.980032575285477,0.0894110023122595,0.3909059959055146,0.065204591260492,0
0.3308980248526492,0.4926180939928696,0.4175807757849283,0.594476335186173,0.4639313768123327,0
0.0635583502860236,0.3287516102875082,0.8791183075621647,0.4967668588591694,0.9092202058615602,1
0.3109823217156622,0.6334008543167258,0.9447320222914104,0.9877855202148872,0.5387017979527142,1
0.325183322026747,0.240145618778193,0.4674015112498697,0.1364397525567331,0.4978125080342902,0
0.7296061783380641,0.0758633281086639,0.6134113892107077,0.6951445540475938,0.1054736999566305,0
0.6375574713552131,0.1288797219106492,0.1670339460920752,0.4043187681042921,0.656780104724294,0
0.8872127425763265,0.1280458389577724,0.9911686261369764,0.4281996149256147,0.8221031606002255,1
0.4722149251619493,0.1519026935122943,0.2316717013834434,0.7175977656581762,0.3804200075075623,0
0.1195942459383017,0.1388271726494101,0.9427317741351257,0.6924361513243696,0.7756118509253275,0
0.713244787222995,0.6408747448032146,0.6496466489923685,0.9912559937021884,0.9644766539008116,1
0.7607850486168974,0.1818800843991448,0.6077367948788591,0.1283942894541252,0.2037664591276891,0
0.5612771975694962,0.3456672833238632,0.5126885110165086,0.1041096493841663,0.5233296311947413,0
0.770967179954561,0.8967884099060118,0.2306698117177587,0.7243388171287412,0.2871379580845755,1
0.4937955963643907,0.4739616402628723,0.1765280320055082,0.5783869170064091,0.7928544190338394,0
0.5227328293819941,0.6675577385210272,0.2204862090701753,0.2741606665598058,0.5775933658811575,0
0.4275410183585496,0.1723198712016298,0.1864382621442545,0.0794193689889866,0.6345824175503038,0
0.0254191267440951,0.1922890188086707,0.7795844735667533,0.0856582495964305,0.7979141596158941,0
0.1078914269933044,0.0408686162664788,0.3501252591667301,0.8941908746641183,0.3959704726624549,0
0.0314291856867342,0.1689350630721645,0.0578426765633963,0.1918673247187429,0.9150900684070432,0
0.6364104112637804,0.2785903390319586,0.9691026301408112,0.3233715621155207,0.53302886724614,1
0.3143559810763267,0.1770104842767468,0.8837858849634257,0.226656402226988,0.157954822835348,1
0.5085706911647028,0.0887025337570556,0.927752283195213,0.3549963058319373,0.6958991181688025,1
0.907566473926093,0.1206358711006008,0.9949078226464352,0.0694238427460933,0.7932613504382544,0
0.2492922291488749,0.4607787680327257,0.1738952492194873,0.5190597909082704,0.3167616770675266,0
0.4103829230356297,0.2063337184057925,0.3962420189026587,0.0676125635922149,0.857179256998753,1
0.7555511385430487,0.3642698610480754,0.7582384757040913,0.8003565078223616,0.9061432547657664,1
0.2287981654916224,0.5034172708548569,0.6960206180537922,0.233712081910433,0.2769044873778089,1
0.0769799098287929,0.6903948286293653,0.153895906339855,0.5400119146045106,0.983521472715222,0
0.289751452913768,0.0393121398410989,0.8158331249906178,0.8800790875614583,0.1407115280487584,0
0.1612212872540044,0.7994103989090426,0.2244405718366606,0.6508773690471942,0.2020156684024899,0
0.9296976523425732,0.6279003894909078,0.223817614822623,0.5329577865513353,0.1842248392380261,0
0.808120379564417,0.0817590319488719,0.5369744228934136,0.3243337531153756,0.8939897100078704,1
0.6334037565104235,0.8735786241067772,0.5929399348417032,0.3330019130581979,0.6542925523249619,1
0.8714605901877177,0.9208724005318132,0.5800862078378112,0.6694869551981901,0.1521042832222728,1
0.8036720768991145,0.0610779598548637,0.0914868373977548,0.9941393612211676,0.440323418368349,0
0.1865700588860358,0.2768776481472037,0.8774608626303804,0.6618391898493786,0.615298025069802,0
0.8925589984899778,0.8062012797930613,0.265600042588706,0.5577834173700249,0.0834640849893832,1
0.5393422419156507,0.7482596903836584,0.1295149212828041,0.7306505102392461,0.8824163684073387,1
0.8074401551640625,0.1845210193563773,0.8887480798689772,0.4652056122837181,0.8036035354415352,1
0.8960912999234932,0.2093493233367103,0.9556514982297534,0.0601423426007852,0.5052067735766382,0
0.3180034749718639,0.370472102791382,0.8621276172654506,0.5622968158779098,0.9671266152591704,1
0.1100519245276767,0.4845229851910213,0.8095160747248781,0.9576252845053802,0.4177609792750997,0
0.2279351625419416,0.618254771530296,0.6552419806390217,0.1753029423576596,0.9841103190364978,0
0.4271077886262563,0.3689136395697724,0.5508573706091393,0.6900048908206657,0.6679199988036271,0
0.8180147659224931,0.4625347161331479,0.0869867599114101,0.2009336886590564,0.6346712732539415,0
0.8607305832563434,0.7474709381337565,0.4084532130706987,0.5358276844730813,0.165954895295785,1
0.0069521305311907,0.0366832028905979,0.372688517012314,0.0966764496467196,0.881927758304644,0
0.5107473025775657,0.2524369443440207,0.2597537837603262,0.4503709362581851,0.4274896879206151,0
0.417411003148779,0.7133495858845524,0.7234201136885849,0.7561633288952461,0.1622334057824793,1
0.2221078104707302,0.8952068376871993,0.4958757350787708,0.3475715242389821,0.012607519975759,0
0.1198653673336828,0.5116774421156661,0.0810462159076479,0.664911724487218,0.5597556836383826,0
0.3376151714036279,0.5321134852653157,0.2201832019498113,0.7954499607897292,0.5273996221226763,0
0.9429097039125192,0.107172011339776,0.6832587636595959,0.9271778194794528,0.7193536223691586,1
0.3232029320207552,0.4474123668234546,0.0761308594903001,0.2346420818554535,0.8902580530178021,0
0.5187906217433661,0.5326172664550232,0.8512069140487687,0.3993159158093081,0.0794065846430295,0
0.7030189588951778,0.2424705036347296,0.4951465270139743,0.1524160133304174,0.7314964903403623,1
0.363629602379294,0.2692432309493809,0.480586577326648,0.9924835021583752,0.1874119440975822,0
0.9717820827209608,0.3772841631046226,0.5924077846595176,0.9270009679242952,0.858177053157164,1
0.9624472949421112,0.0200711977777263,0.8246809659251492,0.5399571302805596,0.8190635138616561,1
0.2517822958253641,0.3220791655831783,0.347809207902193,0.8420332943764213,0.5407937549855444,0
0.4972485058923854,0.2114480069965446,0.6780161525590636,0.5209579772720422,0.7102427986233115,0
0.3008783098167696,0.3274973521779146,0.5657319639957911,0.6235856880027597,0.3143501131837484,1
0.2848404943774676,0.1197621318192512,0.2670282701694213,0.0891244321160166,0.4711678989328146,0
0.0368869473545327,0.890527280739895,0.878629986355158,0.7552704204968079,0.8216368977104717,1
0.6095643339798968,0.5935924535540487,0.7974260216069281,0.1277134836352348,0.4592651971732139,1
0.5026790232288615,0.6791023191444896,0.6584518346584255,0.8260676302525284,0.3577982653254418,1
0.0514787512499893,0.7891712386073383,0.8505817290942419,0.7820280876703859,0.4942124472502999,1
0.2786464642366114,0.4984421989290573,0.8672942009598024,0.7087446977429764,0.8282492524372184,1
0.9082658859666536,0.0869202880874236,0.7083629767150348,0.0361603805247621,0.3352080473708727,1
0.2395618906669724,0.5371065418185478,0.837013328363672,0.3031283559453286,0.1737615931357438,0
0.1448948720912231,0.5868411180208791,0.6974714616692836,0.2631125699108428,0.7120140203307808,1
0.489452760277563,0.74543947418433,0.6801407717603004,0.3601364074715191,0.8259782127080818,1
0.9856504541106008,0.4316595462296794,0.6186113782151843,0.0876427467638385,0.1006374785235333,1
0.2420552715115004,0.1275803027955637,0.7527166395576412,0.9369578230310628,0.2398741127559447,0
0.6721355474058786,0.2837759057987244,0.1586051052930737,0.5538022407123763,0.1419719897609939,0
0.7616196153287176,0.3630822963986351,0.8808707591989284,0.3055243106580235,0.3479414115821666,1
0.2376375439923996,0.6459172413316012,0.871843527745232,0.3969815170742834,0.4503509789054126,1
0.7282163486118596,0.5707783046689119,0.0292472830345591,0.4472025405048356,0.7488263369633065,0
0.3677831327192532,0.3560967258978462,0.8258167505647627,0.6005943333606173,0.6511475848816741,1
0.6323058305935795,0.9865152487929796,0.1288698674734452,0.5156794276964978,0.6209285674784312,0
0.6335297107608947,0.6057748193568872,0.3351188542591419,0.9193919732144172,0.3523749466096544,1
0.5357746840747585,0.2372267917359944,0.7435082562916078,0.4969634829058302,0.8414475530847599,1
0.0902897700544083,0.1017824726204037,0.1607598960483082,0.9921580148233128,0.4712871673981645,0
0.835302495589238,0.152859139184332,0.8179670241190622,0.8514249577450957,0.9791049380151544,1
0.3207800649717358,0.2459577283845081,0.8321341779577419,0.2085105143573358,0.6341421382957368,1
0.1865185103998542,0.1606813732595556,0.5074677337608362,0.9305952146439164,0.1262647415645027,0
0.0407751415547639,0.1865670240513057,0.0063858717168335,0.116366397885476,0.676177562075434,0
0.5908929431882418,0.2850951686938471,0.2870381331749128,0.8174497084911916,0.325104015431699,0
0.6775643618422824,0.1733735952947548,0.6169269183757422,0.3806232934765801,0.6863271966860974,1
0.0165878289278561,0.8967654246264252,0.9811861780274236,0.8779743204450695,0.0696411481624057,1
0.512093058299281,0.0802337456616422,0.6318135270166684,0.8680566901074503,0.1748814371759594,0
0.2264957751979379,0.5245113895702547,0.2598035810641598,0.8059254001176211,0.8557372589057863,0
0.6451727904094499,0.4103968269896615,0.6340057030996114,0.7900304363070614,0.2271795570235149,1
0.1743664290049914,0.9823786169086064,0.5399853797158555,0.3046791390980408,0.83704112524294,1
0.690937738102466,0.1120389021680523,0.7798453951511436,0.0809192830512521,0.2792760884544104,0
0.3867353463005374,0.3978555990457416,0.1069806388269584,0.4029801787651614,0.6428819100587077,0
0.9367299887367344,0.9694704332753687,0.761027902502028,0.1735245149865086,0.694150573509831,1
0.1375209441459932,0.8655071258939803,0.5412665786761103,0.6949510889024617,0.5126547531450529,0
0.3410663510502585,0.8170720709492799,0.9629920038589946,0.3460997265377855,0.3053106766967313,1
0.113473521240589,0.2579028270449398,0.3418721660386861,0.9756102008599148,0.2126443763710961,0
0.9246936182785628,0.1708875873900658,0.6326218931339481,0.640972077345332,0.0331893545624262,1
0.877339353380981,0.668643219924431,0.9320281055100176,0.822480563634361,0.3039464012407238,1
0.2579416277151556,0.9293759891275858,0.1025097279906792,0.1325246727418484,0.653162790531283,0
0.659984046034179,0.5567628930139298,0.9372284872364512,0.8620144822726226,0.9383048184484828,1
0.8172222002012158,0.5716126894698998,0.6878857223008134,0.9227571905133944,0.871204482263052,1
0.5552008115994623,0.2799790936602842,0.0678370591051719,0.4870619188189359,0.7660647765353026,0
0.5296505783560065,0.7694929331919369,0.3009635669468162,0.6062529377509774,0.7884473432532987,0
0.2418522909004516,0.1870437485575233,0.7081720886452816,0.7648098009029954,0.6649849034759953,1
0.0931027678058992,0.3236792364042437,0.0673506014687717,0.1748386272604125,0.260286857566003,0
0.8972157579533268,0.4254364386164168,0.5821704601762733,0.5025660764634424,0.90719503070583,1
0.9004180571633305,0.507610378684455,0.3458830569529567,0.3986630277723131,0.670732311905834,0
0.6331014572732679,0.2424097324150802,0.6209155177674771,0.1463739921622491,0.56044063098044,0
0.3390297910487007,0.1148368247392035,0.0457420338125128,0.3675344222915314,0.110989469213481,0
0.3492095746126609,0.6106200424416326,0.8715368061523763,0.0681723093854935,0.4470555438064254,1
0.7259556788702394,0.2886305532402557,0.9734889691773968,0.0258119069494869,0.4603582712019263,1
0.8971102599525771,0.5812382214226123,0.9688778552856916,0.1351662891548227,0.86456360952267,1
0.8870864242651173,0.1543627152742023,0.7496518317429247,0.9631151115891738,0.5466482201877885,1
0.7798755458576239,0.4811401018548175,0.1300862401306319,0.549529535895017,0.3804005489704096,0
0.6420316461542878,0.5325894325515859,0.7582631959290226,0.96582216115322,0.9768003285106592,1
0.0841399649950488,0.0518235368224269,0.0245869164588015,0.432497878330132,0.1107205933263156,0
0.1616287140946137,0.3366042781939206,0.0221235515289972,0.3118161330852596,0.4225484283119446,0
0.8985541885270792,0.1344146769389742,0.3236102191495412,0.5061418628402441,0.0420246751714052,0
0.6064290596595899,0.0633749704727677,0.4886431904046657,0.4395116886329101,0.7399041207669304,0
0.0091970516166296,0.9899602323899452,0.7704074178077932,0.1056646842617439,0.9180765521991506,0
0.1014715428660321,0.3223538449747229,0.6832953766065052,0.6408263146902062,0.2800373295504894,0
0.6635017691080558,0.8098744458546349,0.4459027063767483,0.2160381825095996,0.8583416767991209,1
0.0050615838462186,0.2546406547637638,0.2736266662816659,0.6195879548978296,0.2922182304618977,0
0.1608080514174986,0.6815027222239293,0.9971245001577111,0.6502010923981534,0.9107701616439152,1
0.5487337893665861,0.7602278598896866,0.4261813022359729,0.1520248531286481,0.7539619035967839,1
0.6918951976926933,0.5956387406078443,0.4513870243296755,0.0613496271106681,0.8049067768414386,1
0.6519612595026005,0.4715761885501583,0.1636238211916691,0.7807615860684398,0.0180065556004545,0
0.2242693094605597,0.4118409141472685,0.7948095487499294,0.4598004237693202,0.962810357074026,1
0.7121792213475359,0.3488682665429953,0.6936822257814886,0.0581637955054757,0.7266709920703233,0
0.2372490874968,0.9295291442478258,0.2207696127887604,0.9948663171697671,0.3047510953861333,0
0.3253996981592677,0.8306194077877291,0.0823810456158427,0.0577805609963666,0.8293946648588469,1
0.7464914051180241,0.9650269106665126,0.6804993020747131,0.6950352288585532,0.2815211984149299,1
0.6496328990472147,0.1242972234855447,0.6545112142811352,0.9836789252634136,0.872753839566128,1
0.8492234104941779,0.7308674752036443,0.2732595269982093,0.2391801042159256,0.112580390411937,0
0.6576128923003434,0.9383404568210378,0.9508635622504104,0.1422493686871961,0.7036859774607958,1
0.5683086033354716,0.1812330661656601,0.1510578917809002,0.1213849394224289,0.5406984766449103,0
0.0936747678280924,0.0664962673667775,0.4323348010426019,0.3032751475675955,0.0965344701954408,0
0.3677158030594335,0.741120649290059,0.9436159201675988,0.1010458110106466,0.2418938282588389,1
0.2652023676817254,0.5744731131799119,0.4197273169261223,0.6921613416941319,0.0124040362773147,0
0.2439896433790835,0.8418287767582721,0.6385259476640855,0.0622917981300626,0.4687679654645058,0
0.9730105547524456,0.1397723766262895,0.3975943979627943,0.5094221281497897,0.3012652607600004,0
0.3930977246667604,0.7952673118598902,0.27421520234867,0.9966968538529768,0.5983574842977588,1
0.8920465551771133,0.2016273200477445,0.9839776479598282,0.8139702695060188,0.2972378077086172,1
0.6311386259972629,0.1636559428657045,0.409334006315043,0.6152194382310109,0.2999191115069847,0
0.7948113035416484,0.1642657979309929,0.8940992036791344,0.3062536207866116,0.7431931987316034,1
0.5026370931051921,0.8145747202313821,0.2299546058910861,0.6238958362916385,0.0481428359783534,0
0.5769038846263591,0.6651972206962001,0.2131047040250833,0.5270414639116516,0.9028949951919872,0
0.4925176938188639,0.5230654247691193,0.0311340828845113,0.4260833838903715,0.8522638743911815,0
0.1952429877980445,0.3588304841235025,0.651666825375885,0.1307103767401994,0.6678046832264065,0
0.7224521152615053,0.8772005408131083,0.3685263437237611,0.8866042152404667,0.5932215701073843,1
0.2807723624408558,0.3924451074226354,0.864358249839637,0.4497846488213225,0.8923024981396522,1
0.0243159664314538,0.8165994394715771,0.4732099066915571,0.194622511820765,0.1853301795287144,0
0.6454722959071678,0.4391349085702184,0.9681934279147216,0.3677593508772896,0.0789691621908286,1
0.1771106794070489,0.3769444294249076,0.1855255157031211,0.414129752528927,0.2395101699095381,0
0.9404585843529144,0.4626797856696064,0.8686231679556108,0.8275378955668743,0.7945782787001903,1
0.9539285770025874,0.3013778741641421,0.7765968527917417,0.733614380561402,0.0346702667264833,1
0.9148643902204484,0.7476093801762511,0.770921844644052,0.7693048936413398,0.5828068350834896,1
0.3701587002554444,0.5027203900924792,0.8447832281168877,0.0110312644286472,0.99543751619131,1
0.0154566165288674,0.2322126951468173,0.7610239909429989,0.4161539981797615,0.8556960938375394,1
0.9283185625877254,0.8995745732745685,0.6262203216314154,0.4813441516353236,0.5214456890435895,1
0.4281841483173143,0.3838912213732114,0.1312448776823875,0.0191922768230566,0.0636409092866423,0
0.9666548190436696,0.5435528611139886,0.0325261794912519,0.2598132087450342,0.8313735143857098,0
0.9636199770892528,0.9064721109645468,0.9208478478156868,0.760289823122135,0.5989785081772105,1
0.8530094554673601,0.6242379959139921,0.616650314520738,0.137109705728999,0.1149329970595668,1
0.2944488920695857,0.116898040708364,0.7965372909761763,0.5353101314525917,0.0938572848233562,1
0.3850977286019252,0.9398321236134752,0.4815223515125501,0.2152018720172375,0.9096268194365924,1
0.8511366715168569,0.6277080530714179,0.1173081889623944,0.0121207746438932,0.6692002629380784,0
0.3169220051562776,0.3349056146570861,0.1251857922025504,0.2412014575995414,0.8292867993167555,0
0.1694927466860925,0.1392720726633872,0.6855652872289714,0.9758737549100538,0.8789789002822673,0
0.5568012624583502,0.794025189270296,0.4303058948994627,0.8015371118829896,0.5717723520483222,1
0.936154774160781,0.6200727559285135,0.2005247267003367,0.9595766443210334,0.5174463517550413,1
